"id","listid","test_cue","typed_word","testRT","cue_output_order","cue_study_position","color_condition","cue_condition","presented_color","studyRT","resp","expect_test","use_help","recall_all_q","cue_prioritem","word_prioritem","cue_postitem","word_postitem","resp_study_position","resp_cond"
"19278",2,"spider","worm",3932.22099999245,1,20,"red","process","blue",753.025999995181,"smaller","No","No","Yes","process","concert","process","nail",30,"remember"
"19278",2,"spider","nail",4094.12999999186,2,20,"red","process","blue",753.025999995181,"smaller","No","No","Yes","process","concert","process","nail",21,"process"
"19278",2,"spider","",3930.43499998341,3,20,"red","process","blue",753.025999995181,"smaller","No","No","Yes","process","concert","process","nail",NA,NA
"19278",2,"waiter","butler",3886.63700006891,1,18,"red","remember","red",1068.0320000482,"smaller","No","No","Yes","process","circus","process","concert",NA,NA
"19278",2,"waiter","cage",2173.09700004291,2,18,"red","remember","red",1068.0320000482,"smaller","No","No","Yes","process","circus","process","concert",12,"remember"
"19278",2,"waiter","",5912.29200008407,3,18,"red","remember","red",1068.0320000482,"smaller","No","No","Yes","process","circus","process","concert",NA,NA
"19278",2,"stairs","universe",3324.58799998742,1,22,"red","process","blue",943.739999982878,"larger","No","No","Yes","process","nail","process","glove",NA,NA
"19278",2,"stairs","garden",2865.58099999139,2,22,"red","process","blue",943.739999982878,"larger","No","No","Yes","process","nail","process","glove",15,"process"
"19278",2,"stairs","",5762.27300001436,3,22,"red","process","blue",943.739999982878,"larger","No","No","Yes","process","nail","process","glove",NA,NA
"19278",2,"bride","nurse",4478.86399998178,1,14,"red","process","blue",3170.43000008614,"larger","No","No","Yes","process","pistol","process","garden",3,"process"
"19278",2,"bride","nanny",1675.04800005024,2,14,"red","process","blue",3170.43000008614,"larger","No","No","Yes","process","pistol","process","garden",2,"remember"
"19278",2,"bride","",5812.55199998594,3,14,"red","process","blue",3170.43000008614,"larger","No","No","Yes","process","pistol","process","garden",NA,NA
"19278",2,"chin","spider",3169.36599999468,1,10,"red","remember","red",1752.81000001932,"smaller","No","No","Yes","remember","pillow","remember","goat",20,"process"
"19278",2,"chin","goat]",3889.48900009331,2,10,"red","remember","red",1752.81000001932,"smaller","No","No","Yes","remember","pillow","remember","goat",NA,NA
"19278",2,"chin","chicken",1918.30500002706,3,10,"red","remember","red",1752.81000001932,"smaller","No","No","Yes","remember","pillow","remember","goat",28,"remember"
"19278",2,"chin","b",2964.7589999896,4,10,"red","remember","red",1752.81000001932,"smaller","No","No","Yes","remember","pillow","remember","goat",NA,NA
"19278",2,"chicken","dog",5559.92400000314,1,28,"red","remember","red",1547.34000003338,"smaller","No","No","Yes","process","lion","remember","cookie",26,"remember"
"19278",2,"chicken","goat",1289.48299999256,2,28,"red","remember","red",1547.34000003338,"smaller","No","No","Yes","process","lion","remember","cookie",11,"remember"
"19278",2,"chicken","chin",5112.95600008138,3,28,"red","remember","red",1547.34000003338,"smaller","No","No","Yes","process","lion","remember","cookie",10,"remember"
"19278",2,"nanny","nurse",2829.03200002457,1,2,"red","remember","red",1900.70500009565,"smaller","No","No","Yes","remember","earth","process","nurse",3,"process"
"19278",2,"nanny","potato",2096.82500006503,2,2,"red","remember","red",1900.70500009565,"smaller","No","No","Yes","remember","earth","process","nurse",4,"process"
"19278",2,"nanny","",7027.77300000796,3,2,"red","remember","red",1900.70500009565,"smaller","No","No","Yes","remember","earth","process","nurse",NA,NA
"19278",2,"bible","chin",2725.18000002741,1,8,"red","process","blue",992.099000080547,"smaller","No","No","Yes","process","horse","remember","pillow",10,"remember"
"19278",2,"bible","worms",1577.05600008916,2,8,"red","process","blue",992.099000080547,"smaller","No","No","Yes","process","horse","remember","pillow",NA,NA
"19278",2,"bible","",7676.98000006925,3,8,"red","process","blue",992.099000080547,"smaller","No","No","Yes","process","horse","remember","pillow",NA,NA
"19278",2,"cage","child",2685.98599999247,1,12,"red","remember","red",4423.22400007275,"larger","No","No","Yes","remember","goat","process","pistol",NA,NA
"19278",2,"cage","goat",1226.79400006833,2,12,"red","remember","red",4423.22400007275,"larger","No","No","Yes","remember","goat","process","pistol",11,"remember"
"19278",2,"cage","",8060.11500001384,3,12,"red","remember","red",4423.22400007275,"larger","No","No","Yes","remember","goat","process","pistol",NA,NA
"19276",2,"needle","guitar",4586.53200000117,1,2,"red","remember","red",2494.70099999913,"smaller","No","No","No","process","brick","remember","guitar",3,"remember"
"19276",2,"needle","",7383.68500000029,2,2,"red","remember","red",2494.70099999913,"smaller","No","No","No","process","brick","remember","guitar",NA,NA
"19276",2,"pill","planet",7532.85599999782,1,18,"red","remember","red",946.87799999956,"smaller","No","No","No","remember","elephant","remember","basket",25,"remember"
"19276",2,"pill","nanny",3769.7630000005,2,18,"red","remember","red",946.87799999956,"smaller","No","No","No","remember","elephant","remember","basket",13,"remember"
"19276",2,"pill","",654.377999999095,3,18,"red","remember","red",946.87799999956,"smaller","No","No","No","remember","elephant","remember","basket",NA,NA
"19276",2,"pumpkin","planet",5135.25399999844,1,26,"red","remember","red",1116.63899999822,"smaller","No","No","No","remember","planet","process","rabbit",25,"remember"
"19276",2,"pumpkin","",6843.91200000001,2,26,"red","remember","red",1116.63899999822,"smaller","No","No","No","remember","planet","process","rabbit",NA,NA
"19276",2,"tent","",11982.2710000004,1,24,"red","process","blue",1464.9309999987,"larger","No","No","No","process","whistle","remember","planet",NA,NA
"19276",2,"railroad","beach",11383.4049999992,1,20,"red","process","blue",1335.81600000011,"larger","No","No","No","remember","basket","process","school",NA,NA
"19276",2,"railroad","",598.318999997922,2,20,"red","process","blue",1335.81600000011,"larger","No","No","No","remember","basket","process","school",NA,NA
"19276",2,"lion","",11992.196,1,6,"red","process","blue",2518.99899999815,"larger","No","No","No","process","chicken","process","highway",NA,NA
"19276",2,"skull","nanny",5364.31899999804,1,14,"red","remember","red",5608.40799999912,"smaller","No","No","No","remember","nanny","remember","cookie",13,"remember"
"19276",2,"skull","",6603.22199999925,2,14,"red","remember","red",5608.40799999912,"smaller","No","No","No","remember","nanny","remember","cookie",NA,NA
"19276",2,"curtain","",11984.7009999993,1,12,"red","process","blue",1409.00899999973,"smaller","No","No","No","remember","train","remember","nanny",NA,NA
"19276",2,"heart","planet",8689.70199999807,1,16,"red","remember","red",2850.70799999777,"larger","No","No","No","remember","cookie","remember","elephant",25,"remember"
"19276",2,"heart","pump",3287.48299999943,2,16,"red","remember","red",2850.70799999777,"larger","No","No","No","remember","cookie","remember","elephant",NA,NA
"19276",2,"surgeon","",11989.8799999988,1,10,"red","process","blue",2498.74999999802,"larger","No","No","No","process","pipe","remember","train",NA,NA
"19276",2,"dice","lion",7481.18100000045,1,22,"red","process","blue",933.533000000753,"smaller","No","No","No","process","school","process","whistle",6,"process"
"19276",2,"dice","",4500.91599999776,2,22,"red","process","blue",933.533000000753,"smaller","No","No","No","process","school","process","whistle",NA,NA
"19276",2,"sink","church",6975.22399999772,1,30,"red","remember","red",1057.35599999991,"smaller","No","No","No","process","harbor","process","palace",NA,NA
"19276",2,"sink","passport",1919.69799999881,2,30,"red","remember","red",1057.35599999991,"smaller","No","No","No","process","harbor","process","palace",NA,NA
"19276",2,"sink","",3076.10999999847,3,30,"red","remember","red",1057.35599999991,"smaller","No","No","No","process","harbor","process","palace",NA,NA
"19276",2,"bridge","train",5767.75199999777,1,8,"red","remember","red",1259.65599999856,"smaller","No","No","No","process","highway","process","pipe",11,"remember"
"19276",2,"bridge","",6209.33399999817,2,8,"red","remember","red",1259.65599999856,"smaller","No","No","No","process","highway","process","pipe",NA,NA
"19276",2,"ocean","planet",3689.5569999998,1,4,"red","process","blue",1752.20199999778,"larger","No","No","No","remember","guitar","process","chicken",25,"remember"
"19276",2,"ocean","railroad",2473.97699999774,2,4,"red","process","blue",1752.20199999778,"larger","No","No","No","remember","guitar","process","chicken",20,"process"
"19276",2,"ocean","",5802.74800000072,3,4,"red","process","blue",1752.20199999778,"larger","No","No","No","remember","guitar","process","chicken",NA,NA
"19276",2,"bread","",11993.746000001,1,28,"red","remember","red",1967.78600000113,"smaller","No","No","No","process","rabbit","process","harbor",NA,NA
"19274",2,"peanut","nail",10415.4060000221,1,18,"red","remember","red",900.599999836297,"smaller","No","No","No","process","butler","process","opera",NA,NA
"19274",2,"peanut","",1552.74999984726,2,18,"red","remember","red",900.599999836297,"smaller","No","No","No","process","butler","process","opera",NA,NA
"19274",2,"potato","",11984.8890000324,1,28,"red","process","blue",1497.35400001635,"smaller","No","No","No","process","bike","process","dice",NA,NA
"19274",2,"pill","blanket",4966.44199990667,1,4,"red","remember","red",916.926999957534,"smaller","No","No","No","remember","blanket","remember","bible",3,"remember"
"19274",2,"pill","",7000.93700001342,2,4,"red","remember","red",916.926999957534,"smaller","No","No","No","remember","blanket","remember","bible",NA,NA
"19274",2,"branch","virus",3315.55799994257,1,30,"red","remember","red",2887.66799994407,"larger","No","No","No","process","dice","remember","clown",25,"remember"
"19274",2,"branch","cloud",3789.02699991676,2,30,"red","remember","red",2887.66799994407,"larger","No","No","No","process","dice","remember","clown",20,"remember"
"19274",2,"branch","",4851.98399987991,3,30,"red","remember","red",2887.66799994407,"larger","No","No","No","process","dice","remember","clown",NA,NA
"19274",2,"lamp","doctor",10854.9789999784,1,22,"red","process","blue",1315.12899980834,"larger","No","No","No","remember","newspaper","process","goose",8,"remember"
"19274",2,"lamp","",1118.49999983166,2,22,"red","process","blue",1315.12899980834,"larger","No","No","No","remember","newspaper","process","goose",NA,NA
"19274",2,"doctor","lamp",5067.28599987261,1,8,"red","remember","red",1561.65599991882,"larger","No","No","No","process","sweater","remember","jungle",22,"process"
"19274",2,"doctor","",6902.13999984669,2,8,"red","remember","red",1561.65599991882,"larger","No","No","No","process","sweater","remember","jungle",NA,NA
"19274",2,"cloud","lmap",5434.23500002082,1,20,"red","remember","red",1334.36899994069,"smaller","No","No","No","process","opera","remember","newspaper",NA,NA
"19274",2,"cloud","lamp",5293.35599984112,2,20,"red","remember","red",1334.36899994069,"smaller","No","No","No","process","opera","remember","newspaper",22,"process"
"19274",2,"cloud","",1202.43999995897,3,20,"red","remember","red",1334.36899994069,"smaller","No","No","No","process","opera","remember","newspaper",NA,NA
"19274",2,"dog","",11983.6589999332,1,12,"red","process","blue",1157.72099985462,"larger","No","No","No","process","tooth","remember","elevator",NA,NA
"19274",2,"couch","orchestra",7915.40999984799,1,10,"red","remember","red",3588.86099997093,"smaller","No","No","No","remember","jungle","process","tooth",NA,NA
"19274",2,"couch","",4051.96199998516,2,10,"red","remember","red",3588.86099997093,"smaller","No","No","No","remember","jungle","process","tooth",NA,NA
"19274",2,"chin","jungle",9371.81100001035,1,24,"red","process","blue",1243.04100000532,"smaller","No","No","No","process","goose","remember","virus",9,"remember"
"19274",2,"chin","",2601.80299986515,2,24,"red","process","blue",1243.04100000532,"smaller","No","No","No","process","goose","remember","virus",NA,NA
"19274",2,"heart","nail",5277.25200000883,1,26,"red","remember","red",1388.89500000002,"larger","No","No","No","remember","virus","process","bike",NA,NA
"19274",2,"heart","",6676.12299999688,2,26,"red","remember","red",1388.89500000002,"larger","No","No","No","remember","virus","process","bike",NA,NA
"19274",2,"coast","",11982.820999853,1,16,"red","process","blue",1310.51099983626,"larger","No","No","No","process","garden","process","butler",NA,NA
"19274",2,"railroad","",11984.4429999415,1,2,"red","remember","red",1331.80999992695,"larger","No","No","No","remember","horn","remember","blanket",NA,NA
"19274",2,"casino","",11983.1170000199,1,14,"red","process","blue",1706.81799996947,"larger","No","No","No","remember","elevator","process","garden",NA,NA
"19274",2,"buffalo","blanket",5704.40299994347,1,6,"red","process","blue",1406.48099994112,"larger","No","No","No","remember","bible","process","sweater",3,"remember"
"19274",2,"buffalo","",6267.92100001394,2,6,"red","process","blue",1406.48099994112,"larger","No","No","No","remember","bible","process","sweater",NA,NA
"19273",2,"whistle","dog",9199.2080000001,1,14,"blue","remember","blue",2496.12400000007,"smaller","No","No","Yes","process","train","remember","statue",10,"remember"
"19273",2,"whistle","knee",2372.52300000004,2,14,"blue","remember","blue",2496.12400000007,"smaller","No","No","Yes","process","train","remember","statue",12,"remember"
"19273",2,"whistle","",374.099000000046,3,14,"blue","remember","blue",2496.12400000007,"smaller","No","No","Yes","process","train","remember","statue",NA,NA
"19273",2,"bike","wolf",5872.2300000001,1,6,"blue","remember","blue",1983.76000000013,"larger","No","No","Yes","process","cocktail","process","library",4,"remember"
"19273",2,"bike","casino",3173.04000000004,2,6,"blue","remember","blue",1983.76000000013,"larger","No","No","Yes","process","cocktail","process","library",8,"remember"
"19273",2,"bike","",2915.37400000019,3,6,"blue","remember","blue",1983.76000000013,"larger","No","No","Yes","process","cocktail","process","library",NA,NA
"19273",2,"dentist","butler",7682.75400000019,1,28,"blue","process","red",3096.11499999999,"larger","No","No","Yes","process","pizza","process","butler",29,"process"
"19273",2,"dentist","tiger",2647.83799999999,2,28,"blue","process","red",3096.11499999999,"larger","No","No","Yes","process","pizza","process","butler",20,"process"
"19273",2,"dentist","",1626.25400000007,3,28,"blue","process","red",3096.11499999999,"larger","No","No","Yes","process","pizza","process","butler",NA,NA
"19273",2,"nest","pizza",3498.59100000001,1,26,"blue","process","red",1204.84700000007,"smaller","No","No","Yes","remember","airplane","process","pizza",27,"process"
"19273",2,"nest","dentist",4745.32400000014,2,26,"blue","process","red",1204.84700000007,"smaller","No","No","Yes","remember","airplane","process","pizza",28,"process"
"19273",2,"nest","",3717.59800000011,3,26,"blue","process","red",1204.84700000007,"smaller","No","No","Yes","remember","airplane","process","pizza",NA,NA
"19273",2,"dog","curtain",5360.13800000004,1,10,"blue","remember","blue",695.932999999961,"smaller","No","No","Yes","process","tunnel","remember","curtain",11,"remember"
"19273",2,"dog","knee",3785.09500000009,2,10,"blue","remember","blue",695.932999999961,"smaller","No","No","Yes","process","tunnel","remember","curtain",12,"remember"
"19273",2,"dog","",2807.86900000006,3,10,"blue","remember","blue",695.932999999961,"smaller","No","No","Yes","process","tunnel","remember","curtain",NA,NA
"19273",2,"casino","bike",5227.24900000007,1,8,"blue","remember","blue",3143.49500000005,"larger","No","No","Yes","process","library","process","tunnel",6,"remember"
"19273",2,"casino","dog",2570.56900000013,2,8,"blue","remember","blue",3143.49500000005,"larger","No","No","Yes","process","library","process","tunnel",10,"remember"
"19273",2,"casino","",4142.755,3,8,"blue","remember","blue",3143.49500000005,"larger","No","No","Yes","process","library","process","tunnel",NA,NA
"19273",2,"knee","whistle",5565.90900000022,1,12,"blue","remember","blue",3496.84500000009,"smaller","No","No","Yes","remember","curtain","process","train",14,"remember"
"19273",2,"knee","curtain",2347.74600000004,2,12,"blue","remember","blue",3496.84500000009,"smaller","No","No","Yes","remember","curtain","process","train",11,"remember"
"19273",2,"knee","",4050.3060000001,3,12,"blue","remember","blue",3496.84500000009,"smaller","No","No","Yes","remember","curtain","process","train",NA,NA
"19273",2,"wrist","nest",7248.03200000001,1,18,"blue","remember","blue",3521.84400000004,"smaller","No","No","Yes","process","costume","process","pipe",26,"process"
"19273",2,"wrist","castle",1737.47500000009,2,18,"blue","remember","blue",3521.84400000004,"smaller","No","No","Yes","process","costume","process","pipe",24,"remember"
"19273",2,"wrist","",2983.05500000005,3,18,"blue","remember","blue",3521.84400000004,"smaller","No","No","Yes","process","costume","process","pipe",NA,NA
"19273",2,"castle","aeroplane",5098.60700000008,1,24,"blue","remember","blue",1208.223,"smaller","No","No","Yes","remember","universe","remember","airplane",NA,NA
"19273",2,"castle","coast",3874.96400000015,2,24,"blue","remember","blue",1208.223,"smaller","No","No","Yes","remember","universe","remember","airplane",NA,NA
"19273",2,"castle","",2976.64800000016,3,24,"blue","remember","blue",1208.223,"smaller","No","No","Yes","remember","universe","remember","airplane",NA,NA
"19273",2,"wolf","robot",3749.07499999995,1,4,"blue","remember","blue",1571.71200000006,"smaller","No","No","Yes","remember","robot","process","cocktail",3,"remember"
"19273",2,"wolf","bike",1373.42300000007,2,4,"blue","remember","blue",1571.71200000006,"smaller","No","No","Yes","remember","robot","process","cocktail",6,"remember"
"19273",2,"wolf","",6828.26000000001,3,4,"blue","remember","blue",1571.71200000006,"smaller","No","No","Yes","remember","robot","process","cocktail",NA,NA
"19273",2,"valley","aeroplane",8054.42700000014,1,22,"blue","process","red",2299.03700000013,"larger","No","No","Yes","remember","bush","remember","universe",NA,NA
"19273",2,"valley","bridge",1885.61600000004,2,22,"blue","process","red",2299.03700000013,"larger","No","No","Yes","remember","bush","remember","universe",NA,NA
"19273",2,"valley","",2018.46200000017,3,22,"blue","process","red",2299.03700000013,"larger","No","No","Yes","remember","bush","remember","universe",NA,NA
"19273",2,"guitar","pipe",3734.50100000005,1,2,"blue","process","red",1713.74800000002,"smaller","No","No","Yes","process","goat","remember","robot",19,"process"
"19273",2,"guitar","wrist",2114.02400000009,2,2,"blue","process","red",1713.74800000002,"smaller","No","No","Yes","process","goat","remember","robot",18,"remember"
"19273",2,"guitar","",6098.52300000016,3,2,"blue","process","red",1713.74800000002,"smaller","No","No","Yes","process","goat","remember","robot",NA,NA
"19273",2,"cabin","castle",6209.82900000014,1,30,"blue","process","red",1709.72600000002,"larger","No","No","Yes","process","butler","process","purse",24,"remember"
"19273",2,"cabin","nest",3768.59100000001,2,30,"blue","process","red",1709.72600000002,"larger","No","No","Yes","process","butler","process","purse",26,"process"
"19273",2,"cabin","",1982.26300000004,3,30,"blue","process","red",1709.72600000002,"larger","No","No","Yes","process","butler","process","purse",NA,NA
"19273",2,"tiger","pizza",5585.24500000011,1,20,"blue","process","red",3457.73300000001,"larger","No","No","Yes","process","pipe","remember","bush",27,"process"
"19273",2,"tiger","pipe",2826.48499999999,2,20,"blue","process","red",3457.73300000001,"larger","No","No","Yes","process","pipe","remember","bush",19,"process"
"19273",2,"tiger","",3533.38100000017,3,20,"blue","process","red",3457.73300000001,"larger","No","No","Yes","process","pipe","remember","bush",NA,NA
"19273",2,"pole","tiger",4881.98999999999,1,16,"blue","remember","blue",2293.65000000014,"smaller","No","No","Yes","remember","statue","process","costume",20,"process"
"19273",2,"pole","wrist",5536.96700000006,2,16,"blue","remember","blue",2293.65000000014,"smaller","No","No","Yes","remember","statue","process","costume",18,"remember"
"19273",2,"pole","",1510.55200000014,3,16,"blue","remember","blue",2293.65000000014,"smaller","No","No","Yes","remember","statue","process","costume",NA,NA
"19272",2,"pilot","barn",10342.31300002,1,24,"red","remember","red",1594.96400003717,"larger","No","No","No","remember","tire","remember","virus",5,"remember"
"19272",2,"pilot","",1626.38799998711,2,24,"red","remember","red",1594.96400003717,"larger","No","No","No","remember","tire","remember","virus",NA,NA
"19272",2,"corn","barn",5897.5759999858,1,6,"red","remember","red",1807.82600000146,"smaller","No","No","No","remember","barn","remember","goose",5,"remember"
"19272",2,"corn","",6064.82400003285,2,6,"red","remember","red",1807.82600000146,"smaller","No","No","No","remember","barn","remember","goose",NA,NA
"19272",2,"pole","lion",5800.27500002028,1,8,"red","remember","red",2912.27900003048,"smaller","No","No","No","remember","goose","remember","wolf",13,"process"
"19272",2,"pole","wol",6165.56700003508,2,8,"red","remember","red",2912.27900003048,"smaller","No","No","No","remember","goose","remember","wolf",NA,NA
"19272",2,"clinic","bedroom",3457.37100000004,1,2,"red","process","blue",1363.32900000841,"larger","No","No","No","remember","flower","remember","bedroom",3,"remember"
"19272",2,"clinic","",8515.4740000196,2,2,"red","process","blue",1363.32900000841,"larger","No","No","No","remember","flower","remember","bedroom",NA,NA
"19272",2,"dog","pole",9142.16100001149,1,22,"red","process","blue",1393.86200000497,"larger","No","No","No","process","apple","remember","tire",8,"remember"
"19272",2,"dog","",2832.43600001174,2,22,"red","process","blue",1393.86200000497,"larger","No","No","No","process","apple","remember","tire",NA,NA
"19272",2,"tooth","blanket",9215.3779999906,1,16,"red","process","blue",2429.67700001667,"smaller","No","No","No","process","cabin","remember","soda",29,"process"
"19272",2,"tooth","",2748.58300000336,2,16,"red","process","blue",2429.67700001667,"smaller","No","No","No","process","cabin","remember","soda",NA,NA
"19272",2,"shark","tooth",4102.99999999907,1,18,"red","process","blue",1160.17800001963,"larger","No","No","No","remember","soda","remember","nest",16,"process"
"19272",2,"shark","finger",5603.44299999112,2,18,"red","process","blue",1160.17800001963,"larger","No","No","No","remember","soda","remember","nest",30,"process"
"19272",2,"shark","",2262.23300003354,3,18,"red","process","blue",1160.17800001963,"larger","No","No","No","remember","soda","remember","nest",NA,NA
"19272",2,"belt","blanket",4143.00600001228,1,28,"red","remember","red",1606.86799999746,"smaller","No","No","No","process","piano","process","blanket",29,"process"
"19272",2,"belt","po",7827.80599998962,2,28,"red","remember","red",1606.86799999746,"smaller","No","No","No","process","piano","process","blanket",NA,NA
"19272",2,"underwear","barn",4122.95799998497,1,4,"red","process","blue",2718.97599998571,"smaller","No","No","No","remember","bedroom","remember","barn",5,"remember"
"19272",2,"underwear","clinic",3617.94500000845,2,4,"red","process","blue",2718.97599998571,"smaller","No","No","No","remember","bedroom","remember","barn",2,"process"
"19272",2,"underwear","",4209.55700003088,3,4,"red","process","blue",2718.97599998571,"smaller","No","No","No","remember","bedroom","remember","barn",NA,NA
"19272",2,"cage","lion",2444.70000003302,1,12,"red","remember","red",2530.14600000135,"smaller","No","No","No","remember","stairs","process","lion",13,"process"
"19272",2,"cage","satellite",8090.27699999034,2,12,"red","remember","red",2530.14600000135,"smaller","No","No","No","remember","stairs","process","lion",NA,NA
"19272",2,"cage","",1409.03699998197,3,12,"red","remember","red",2530.14600000135,"smaller","No","No","No","remember","stairs","process","lion",NA,NA
"19272",2,"devil","wolf",10349.2320000043,1,14,"red","process","blue",5036.40399998205,"smaller","No","No","No","process","lion","process","cabin",9,"remember"
"19272",2,"devil","li",1626.74800002074,2,14,"red","process","blue",5036.40399998205,"smaller","No","No","No","process","lion","process","cabin",NA,NA
"19272",2,"purse","",11981.7560000342,1,10,"red","process","blue",2922.66099999018,"smaller","No","No","No","remember","wolf","remember","stairs",NA,NA
"19272",2,"pearl","tooth",11985.8519999852,1,20,"red","process","blue",2000.12200002052,"smaller","No","No","No","remember","nest","process","apple",16,"process"
"19272",2,"couch","piano",5916.47400000645,1,26,"red","process","blue",4068.52499999665,"larger","No","No","No","remember","virus","process","piano",27,"process"
"19272",2,"couch","blanket",2907.09300000523,2,26,"red","process","blue",4068.52499999665,"larger","No","No","No","remember","virus","process","piano",29,"process"
"19272",2,"couch","",3133.92499998456,3,26,"red","process","blue",4068.52499999665,"larger","No","No","No","remember","virus","process","piano",NA,NA
"19272",2,"finger","blanket",4807.45500000927,1,30,"red","process","blue",1414.38500003121,"smaller","No","No","No","process","blanket","process","medal",29,"process"
"19272",2,"finger","lion",2723.65000000002,2,30,"red","process","blue",1414.38500003121,"smaller","No","No","No","process","blanket","process","medal",13,"process"
"19272",2,"finger","shark",3640.65399999381,3,30,"red","process","blue",1414.38500003121,"smaller","No","No","No","process","blanket","process","medal",18,"process"
"19272",2,"finger","",755.192000023439,4,30,"red","process","blue",1414.38500003121,"smaller","No","No","No","process","blanket","process","medal",NA,NA
"19271",2,"sandwich","lion",7844.43999999994,1,22,"red","process","blue",1180.30000000005,"smaller","No","No","No","remember","lion","process","towel",21,"remember"
"19271",2,"sandwich","ope",4116.67999999993,2,22,"red","process","blue",1180.30000000005,"smaller","No","No","No","remember","lion","process","towel",NA,NA
"19271",2,"clown","elephant",8024.08000000007,1,6,"red","remember","red",1373.18000000005,"larger","No","No","No","process","frog","remember","elephant",7,"remember"
"19271",2,"clown","costume",3803.34000000008,2,6,"red","remember","red",1373.18000000005,"larger","No","No","No","process","frog","remember","elephant",NA,NA
"19271",2,"clown","",68.2800000000279,3,6,"red","remember","red",1373.18000000005,"larger","No","No","No","process","frog","remember","elephant",NA,NA
"19271",2,"pizza","sweater",5496.60000000009,1,30,"red","remember","red",936.860000000102,"smaller","No","No","No","process","tiger","process","cigar",25,"remember"
"19271",2,"pizza","",6433.02000000002,2,30,"red","remember","red",936.860000000102,"smaller","No","No","No","process","tiger","process","cigar",NA,NA
"19271",2,"carpet","curtain",6143.82000000007,1,4,"red","process","blue",2216.23999999999,"larger","No","No","No","remember","boot","process","frog",2,"remember"
"19271",2,"carpet","ocean",3320.10000000009,2,4,"red","process","blue",2216.23999999999,"larger","No","No","No","remember","boot","process","frog",24,"process"
"19271",2,"carpet","",2434.21999999997,3,4,"red","process","blue",2216.23999999999,"larger","No","No","No","remember","boot","process","frog",NA,NA
"19271",2,"cocktail","",11981.3799999999,1,16,"red","remember","red",730.920000000042,"smaller","No","No","No","remember","bridge","process","cave",NA,NA
"19271",2,"virus","palace",6781.93999999994,1,8,"red","remember","red",1193.52000000002,"smaller","No","No","No","remember","elephant","remember","palace",9,"remember"
"19271",2,"virus","",5183.6399999999,2,8,"red","remember","red",1193.52000000002,"smaller","No","No","No","remember","elephant","remember","palace",NA,NA
"19271",2,"opera","virus",7214.71999999997,1,20,"red","remember","red",12050.5,"larger","No","No","No","remember","valley","remember","lion",8,"remember"
"19271",2,"opera","c",4733.58000000007,2,20,"red","remember","red",12050.5,"larger","No","No","No","remember","valley","remember","lion",NA,NA
"19271",2,"hammer","pistol",6241.23999999999,1,12,"red","process","blue",5804.33999999997,"larger","No","No","No","remember","apple","remember","camera",NA,NA
"19271",2,"hammer","",5716.15999999992,2,12,"red","process","blue",5804.33999999997,"larger","No","No","No","remember","apple","remember","camera",NA,NA
"19271",2,"whale","ocean",5630.10000000009,1,28,"red","process","blue",800.659999999916,"larger","No","No","No","process","passport","process","tiger",24,"process"
"19271",2,"whale","lion",1854.12000000011,2,28,"red","process","blue",800.659999999916,"larger","No","No","No","process","passport","process","tiger",21,"remember"
"19271",2,"whale","",4432.95999999996,3,28,"red","process","blue",800.659999999916,"larger","No","No","No","process","passport","process","tiger",NA,NA
"19271",2,"finger","carpet",10321.96,1,14,"red","process","blue",1268.80000000005,"smaller","No","No","No","remember","camera","remember","bridge",4,"process"
"19271",2,"finger","",1617.87999999989,2,14,"red","process","blue",1268.80000000005,"smaller","No","No","No","remember","camera","remember","bridge",NA,NA
"19271",2,"toast","apple",3745.43999999994,1,10,"red","process","blue",1751.40000000002,"smaller","No","No","No","remember","palace","remember","apple",11,"remember"
"19271",2,"toast","ca",8199.04000000004,2,10,"red","process","blue",1751.40000000002,"smaller","No","No","No","remember","palace","remember","apple",NA,NA
"19271",2,"sheep","sweater",3053.21999999997,1,26,"red","process","blue",938.679999999935,"larger","No","No","No","remember","sweater","process","passport",25,"remember"
"19271",2,"sheep","",8915.34000000008,2,26,"red","process","blue",938.679999999935,"larger","No","No","No","remember","sweater","process","passport",NA,NA
"19271",2,"curtain","carpet",2556.26000000001,1,2,"red","remember","red",1616.40000000002,"larger","No","No","No","process","eagle","remember","boot",4,"process"
"19271",2,"curtain","costume",6692.58000000007,2,2,"red","remember","red",1616.40000000002,"larger","No","No","No","process","eagle","remember","boot",NA,NA
"19271",2,"curtain","",2667.91999999993,3,2,"red","remember","red",1616.40000000002,"larger","No","No","No","process","eagle","remember","boot",NA,NA
"19271",2,"ocean","elephant",6695.1399999999,1,24,"red","process","blue",892.139999999898,"larger","No","No","No","process","towel","remember","sweater",7,"remember"
"19271",2,"ocean","b",5232.80000000005,2,24,"red","process","blue",892.139999999898,"larger","No","No","No","process","towel","remember","sweater",NA,NA
"19271",2,"tire","whale",6967.56000000006,1,18,"red","process","blue",2006.35999999999,"larger","No","No","No","process","cave","remember","valley",28,"process"
"19271",2,"tire","",4984.32000000007,2,18,"red","process","blue",2006.35999999999,"larger","No","No","No","process","cave","remember","valley",NA,NA
"19270",2,"apple","crown",7312.3009999987,1,18,"blue","process","red",1168.02100000012,"smaller","No","No","Yes","process","jeep","process","horn",NA,NA
"19270",2,"apple","",4675.41499999736,2,18,"blue","process","red",1168.02100000012,"smaller","No","No","Yes","process","jeep","process","horn",NA,NA
